object_number,platform_raw_first,platform_norm,title_primary,title_norm,title_norm_source,title_aliases,region_norm,language_norm,media_norm,edition_key,edition_id
1807,Nintendo Super Nintendo Entertainment System,SNES,Super Goal!,Super Goal!,primary_ascii,Goal!|Super Cup Soccer,PAL,en,cartridge,SNES | Super Goal! | PAL | en | cartridge,b6946007d0febddc
19784,Nintendo Super Nintendo Entertainment System,SNES,Street Racer,Street Racer,primary_ascii,,PAL,en,cartridge,SNES | Street Racer | PAL | en | cartridge,f6e85962249c6dee
20325,Nintendo Super Nintendo Entertainment System,SNES,Young Merlin,Young Merlin,primary_ascii,,PAL,en,cartridge,SNES | Young Merlin | PAL | en | cartridge,213eb981ae6920e0
20331,Nintendo Super Nintendo Entertainment System,SNES,Realm,Realm,primary_ascii,,PAL,en,cartridge,SNES | Realm | PAL | en | cartridge,ef070ef7562a9357
30481,Nintendo Super Nintendo Entertainment System,SNES,Super Hydorah,Super Hydorah,primary_ascii,,UNKNOWN,unknown,unknown,SNES | Super Hydorah | UNKNOWN | unknown | unknown,9826e57b38cb0abd
36979,Nintendo Super Nintendo Entertainment System,SNES,Data East Classic Collection,Data East Classic Collection,primary_ascii,Fighter's History|Fighter's History Mizoguchi Kiki Ippatsu!!|ファイターズヒストリー 〜溝口危機一髪!!〜|Side Pocket|Magical Drop|Magical Drop II|Magical Drop 2,UNKNOWN,unknown,cartridge,SNES | Data East Classic Collection | UNKNOWN | unknown | cartridge,e80e107b0cab8f83
42954,Nintendo Super Nintendo Entertainment System,SNES,Choplifter III,Choplifter III,primary_ascii,,PAL,unknown,cartridge,SNES | Choplifter III | PAL | unknown | cartridge,ab290afb74c7d265
26677,Nintendo Super Nintendo Entertainment System,SNES,Krusty's Super Fun House,Krusty's Super Fun House,primary_ascii,Krusty World,PAL,en,cartridge,SNES | Krusty's Super Fun House | PAL | en | cartridge,b7bd34925134ce1c
42330,Nintendo Super Nintendo Entertainment System,SNES,The Adams Family,The Adams Family,primary_ascii,,PAL,unknown,cartridge,SNES | The Adams Family | PAL | unknown | cartridge,25e33b36b8ecdfa0
60667,Nintendo Super Nintendo Entertainment System,SNES,The Pagemaster,The Pagemaster,primary_ascii,,PAL,unknown,cartridge,SNES | The Pagemaster | PAL | unknown | cartridge,326f64e4c1184346
20394,Nintendo Super Nintendo Entertainment System,SNES,Super Castlevania IV,Super Castlevania IV,primary_ascii,,PAL,en,cartridge,SNES | Super Castlevania IV | PAL | en | cartridge,e0ef7bdc09b6d48c
26631,Nintendo Super Nintendo Entertainment System,SNES,De Smurfen,De Smurfen,primary_ascii,Les Schtroumpfs,PAL,unknown,cartridge,SNES | De Smurfen | PAL | unknown | cartridge,55d657aef97bfcd2
20388,Nintendo Super Nintendo Entertainment System,SNES,Soul Blazer,Soul Blazer,primary_ascii,,PAL,en,cartridge,SNES | Soul Blazer | PAL | en | cartridge,74c9387d04214a37
1847,Nintendo Super Nintendo Entertainment System,SNES,World Heroes,World Heroes,primary_ascii,,PAL,en,cartridge,SNES | World Heroes | PAL | en | cartridge,ebe09b9aaa2056b5
20434,Nintendo Super Nintendo Entertainment System,SNES,Battletoads Double Dragon,Battletoads Double Dragon,primary_ascii,Battletoads & Double Dragon,PAL,en,cartridge,SNES | Battletoads Double Dragon | PAL | en | cartridge,bf223f892ef51a06
42324,Nintendo Super Nintendo Entertainment System,SNES,B.O.B.,B.O.B.,primary_ascii,Space Funky BOB,PAL,unknown,cartridge,SNES | B.O.B. | PAL | unknown | cartridge,2e78633a0de3192c
26528,Nintendo Super Nintendo Entertainment System,SNES,Super Probotector Alien Rebels,Super Probotector Alien Rebels,primary_ascii,Contra III The Alien Wars|Contra Spirits,PAL,en,cartridge,SNES | Super Probotector Alien Rebels | PAL | en | cartridge,3922ad937df58c38
42347,Nintendo Super Nintendo Entertainment System,SNES,Power Rangers,Power Rangers,primary_ascii,,PAL,unknown,cartridge,SNES | Power Rangers | PAL | unknown | cartridge,c4d45ccbfe9134b0
42845,Nintendo Super Nintendo Entertainment System,SNES,Super Battletank 2,Super Battletank 2,primary_ascii,,PAL,unknown,cartridge,SNES | Super Battletank 2 | PAL | unknown | cartridge,0f8c841df5af273b
42702,Nintendo Super Nintendo Entertainment System,SNES,International Superstar Soccer,International Superstar Soccer,primary_ascii,,PAL,unknown,cartridge,SNES | International Superstar Soccer | PAL | unknown | cartridge,3cfae33294efdeff
57435,Nintendo Super Famicom,SFC,"Ascii Grip ASC-0401J, Derby Stallion cover, Controller, アスキーグリップ","Ascii Grip ASC-0401J, Derby Stallion cover, Controller, アスキーグリップ",primary_fallback,,PAL,unknown,unknown,"SFC | Ascii Grip ASC-0401J, Derby Stallion cover, Controller, アスキーグリップ | PAL | unknown | unknown",2c8854754c1ad42b
60684,Nintendo Super Nintendo Entertainment System,SNES,Lamborghini American Challenge,Lamborghini American Challenge,primary_ascii,,PAL,unknown,cartridge,SNES | Lamborghini American Challenge | PAL | unknown | cartridge,75c2053dc56835c8
19744,Nintendo Super Nintendo Entertainment System,SNES,Actraiser,Actraiser,primary_ascii,,PAL,en,cartridge,SNES | Actraiser | PAL | en | cartridge,fd62f298f631bb4f
19867,Nintendo Super Nintendo Entertainment System,SNES,Looney Tunes Road Runner,Looney Tunes Road Runner,primary_ascii,Road Runner's Death Valley Rally,PAL,en,cartridge,SNES | Looney Tunes Road Runner | PAL | en | cartridge,125664c998442648
20408,Nintendo Super Nintendo Entertainment System,SNES,Street Fighter II,Street Fighter II,primary_ascii,,PAL,en,cartridge,SNES | Street Fighter II | PAL | en | cartridge,f5e1b0804e864bf1
66453,Nintendo Super Famicom,SFC,U.N. Squadron,U.N. Squadron,primary_ascii,エリア 88,NTSC-J,unknown,cartridge,SFC | U.N. Squadron | NTSC-J | unknown | cartridge,7e09b712541d63af
19767,Nintendo Super Nintendo Entertainment System,SNES,Super Adventure Island,Super Adventure Island,primary_ascii,,PAL,en,cartridge,SNES | Super Adventure Island | PAL | en | cartridge,1e27c38163a1e7c3
42659,Nintendo Super Nintendo Entertainment System,SNES,Turn and Burn No-Fly Zone,Turn and Burn No-Fly Zone,primary_ascii,,PAL,unknown,cartridge,SNES | Turn and Burn No-Fly Zone | PAL | unknown | cartridge,5536c66ad544c407
42825,Nintendo Super Nintendo Entertainment System,SNES,NHL Hockey '94,NHL Hockey '94,primary_ascii,,PAL,unknown,cartridge,SNES | NHL Hockey '94 | PAL | unknown | cartridge,148fbff6b639adb0
26651,Nintendo Super Nintendo Entertainment System,SNES,Shaq Fu,Shaq Fu,primary_ascii,Shaq-Fu,PAL,en,cartridge,SNES | Shaq Fu | PAL | en | cartridge,48f9290bc2bba87c
26551,Nintendo Super Nintendo Entertainment System,SNES,Mighty Morphin Power Rangers The Fighting Edition,Mighty Morphin Power Rangers The Fighting Edition,primary_ascii,,PAL,en,cartridge,SNES | Mighty Morphin Power Rangers The Fighting Edition | PAL | en | cartridge,d04cf37c22d94cb8
19910,Nintendo Super Nintendo Entertainment System,SNES,NBA Jam T.E.,NBA Jam T.E.,primary_ascii,NBA Jam: Tournament Edition,PAL,en,cartridge,SNES | NBA Jam T.E. | PAL | en | cartridge,c119faff7d83ff44
42682,Nintendo Super Nintendo Entertainment System,SNES,Mortal Kombat,Mortal Kombat,primary_ascii,,PAL,unknown,cartridge,SNES | Mortal Kombat | PAL | unknown | cartridge,eaca7fde428dce63
1870,Nintendo Super Nintendo Entertainment System,SNES,Blazing Skies,Blazing Skies,primary_ascii,Wings 2 Aces High|Sky Mission,PAL,en,cartridge,SNES | Blazing Skies | PAL | en | cartridge,d5dea25cc44f33a6
19930,Nintendo Super Nintendo Entertainment System,SNES,Secret of Evermore,Secret of Evermore,primary_ascii,,PAL,en,cartridge,SNES | Secret of Evermore | PAL | en | cartridge,32657a010efde050
26571,Nintendo Super Nintendo Entertainment System,SNES,Super Ghouls 'n Ghosts,Super Ghouls 'n Ghosts,primary_ascii,Chou Makaimura,PAL,en,cartridge,SNES | Super Ghouls 'n Ghosts | PAL | en | cartridge,47a042c25eaafc67
42390,Nintendo Super Nintendo Entertainment System,SNES,Micro Machines,Micro Machines,primary_ascii,,PAL,unknown,cartridge,SNES | Micro Machines | PAL | unknown | cartridge,8aec3016f0d3d590
19916,Nintendo Super Nintendo Entertainment System,SNES,Best of the Best Championship Karate,Best of the Best Championship Karate,primary_ascii,,PAL,en,cartridge,SNES | Best of the Best Championship Karate | PAL | en | cartridge,b577485bd81a45ea
60647,Nintendo Super Nintendo Entertainment System,SNES,Archer Maclean's Super Dropzone,Archer Maclean's Super Dropzone,primary_ascii,,PAL,unknown,cartridge,SNES | Archer Maclean's Super Dropzone | PAL | unknown | cartridge,86a9ce9809c5249a
26614,Nintendo Super Nintendo Entertainment System,SNES,Daffy Duck The Marvin Missions,Daffy Duck The Marvin Missions,primary_ascii,,PAL,en,cartridge,SNES | Daffy Duck The Marvin Missions | PAL | en | cartridge,b20c34bed86035f5
26657,Nintendo Super Nintendo Entertainment System,SNES,Donkey Kong Country 3 Dixie Kong's Double Trouble!,Donkey Kong Country 3 Dixie Kong's Double Trouble!,primary_ascii,Super Donkey Kong 3 Nazo no Krems Shima,PAL,en,cartridge,SNES | Donkey Kong Country 3 Dixie Kong's Double Trouble! | PAL | en | cartridge,625f9801599e201f
19873,Nintendo Super Nintendo Entertainment System,SNES,Desert Strike Return to the Gulf,Desert Strike Return to the Gulf,primary_ascii,,PAL,en,cartridge,SNES | Desert Strike Return to the Gulf | PAL | en | cartridge,38f45460356745ff
20414,Nintendo Super Nintendo Entertainment System,SNES,Demolition Man,Demolition Man,primary_ascii,,PAL,en,cartridge,SNES | Demolition Man | PAL | en | cartridge,ee1403bcaeae718d
66459,Nintendo Super Famicom,SFC,Megalomania,Megalomania,primary_ascii,メガロマニア -時空大戦略-|Mega lo Mania,NTSC-J,ja,cartridge,SFC | Megalomania | NTSC-J | ja | cartridge,888b02a74a10592d
79186,Nintendo Super Nintendo Entertainment System,SNES,The Cult of Remute,The Cult of Remute,primary_ascii,,PAL,en,cartridge,SNES | The Cult of Remute | PAL | en | cartridge,595da38a030c74f6
26517,Nintendo Super Nintendo Entertainment System,SNES,Earthworm Jim 2,Earthworm Jim 2,primary_ascii,,PAL,en,cartridge,SNES | Earthworm Jim 2 | PAL | en | cartridge,f356b7e39e9da83f
20374,Nintendo Super Nintendo Entertainment System,SNES,Alien 3,Alien 3,primary_ascii,,PAL,en,cartridge,SNES | Alien 3 | PAL | en | cartridge,ffd10baf5a96d090
61172,Nintendo Super Nintendo Entertainment System,SNES,Super Game Boy,Super Game Boy,primary_ascii,,PAL,unknown,unknown,SNES | Super Game Boy | PAL | unknown | unknown,b8e4562df48c5261
19902,Nintendo Super Nintendo Entertainment System,SNES,World Cup Striker,World Cup Striker,primary_ascii,,PAL,en,cartridge,SNES | World Cup Striker | PAL | en | cartridge,95582b5f41e204b9
19879,Nintendo Super Nintendo Entertainment System,SNES,The Lost Vikings,The Lost Vikings,primary_ascii,,PAL,en,cartridge,SNES | The Lost Vikings | PAL | en | cartridge,8d4ee746c621de01
1879,Nintendo Super Nintendo Entertainment System,SNES,Rival Turf!,Rival Turf!,primary_ascii,Rushing Beat,PAL,en,cartridge,SNES | Rival Turf! | PAL | en | cartridge,11c659e570bf0a7c
19856,Nintendo Super Nintendo Entertainment System,SNES,Lamborghini American Challenge,Lamborghini American Challenge,primary_ascii,,PAL,en,cartridge,SNES | Lamborghini American Challenge | PAL | en | cartridge,fa5ab589b81bbea1
42333,Nintendo Super Nintendo Entertainment System,SNES,Jimmy Connors Pro Tennis Tour,Jimmy Connors Pro Tennis Tour,primary_ascii,,PAL,unknown,cartridge,SNES | Jimmy Connors Pro Tennis Tour | PAL | unknown | cartridge,8975f86e40516507
1856,Nintendo Super Nintendo Entertainment System,SNES,Arkanoid,Arkanoid,primary_ascii,Arkanoid Doh It Again,PAL,en,cartridge,SNES | Arkanoid | PAL | en | cartridge,5bd60f2a7c52cfdc
19833,Nintendo Super Nintendo Entertainment System,SNES,World Masters Golf,World Masters Golf,primary_ascii,,PAL,en,cartridge,SNES | World Masters Golf | PAL | en | cartridge,ca018165e558866b
42316,Nintendo Super Nintendo Entertainment System,SNES,Disney's Beauty and the Beast,Disney's Beauty and the Beast,primary_ascii,,PAL,unknown,cartridge,SNES | Disney's Beauty and the Beast | PAL | unknown | cartridge,256fee193149d0ec
1833,Nintendo Super Nintendo Entertainment System,SNES,Astérix & Obelix,Asterix and Obelix,alt_ascii,Astérix & Obelix,PAL,en,cartridge,SNES | Asterix and Obelix | PAL | en | cartridge,aa37cb75923d6e62
1810,Nintendo Super Nintendo Entertainment System,SNES,Aguri Suzuki F-1 Super Driving,Aguri Suzuki F-1 Super Driving,primary_ascii,Aguri Suzuki F1 Super Driving|F-1 Aguri Suzuki Super Driving|Redline F-1 Racer|Redline F1 Racer|Suzuki Aguri no F-1 Super Driving,PAL,en,cartridge,SNES | Aguri Suzuki F-1 Super Driving | PAL | en | cartridge,3cdc31393940c700
68906,Nintendo Super Nintendo Entertainment System,SNES,Vortex,Vortex,primary_ascii,,PAL,unknown,cartridge,SNES | Vortex | PAL | unknown | cartridge,90972c253593f9c3
20380,Nintendo Super Nintendo Entertainment System,SNES,Mortal Kombat II,Mortal Kombat II,primary_ascii,Mortal Kombat 2,PAL,en,cartridge,SNES | Mortal Kombat II | PAL | en | cartridge,2dfbbcd38fe2bf9c
42379,Nintendo Super Nintendo Entertainment System,SNES,Pinball Fantasies,Pinball Fantasies,primary_ascii,,PAL,unknown,cartridge,SNES | Pinball Fantasies | PAL | unknown | cartridge,83389128a42552ab
42711,Nintendo Super Nintendo Entertainment System,SNES,WWF Wrestlemania The Arcade Game,WWF Wrestlemania The Arcade Game,primary_ascii,,PAL,unknown,cartridge,SNES | WWF Wrestlemania The Arcade Game | PAL | unknown | cartridge,8c9bde046c786c1f
20334,Nintendo Super Nintendo Entertainment System,SNES,The Adventures of Mighty Max,The Adventures of Mighty Max,primary_ascii,,PAL,en,cartridge,SNES | The Adventures of Mighty Max | PAL | en | cartridge,5b26161d70e0787c
26680,Nintendo Super Nintendo Entertainment System,SNES,Super Troll Islands,Super Troll Islands,primary_ascii,,PAL,en,cartridge,SNES | Super Troll Islands | PAL | en | cartridge,07cbb6bc6c63cb51
42665,Nintendo Super Nintendo Entertainment System,SNES,Mortal Kombat 3,Mortal Kombat 3,primary_ascii,,PAL,unknown,cartridge,SNES | Mortal Kombat 3 | PAL | unknown | cartridge,d0e1d58c594a4083
19796,Nintendo Super Nintendo Entertainment System,SNES,Doom,Doom,primary_ascii,,PAL,en,cartridge,SNES | Doom | PAL | en | cartridge,7ad2169ea180c6fd
42771,Nintendo Super Nintendo Entertainment System,SNES,FIFA 96 Soccer,FIFA 96 Soccer,primary_ascii,,PAL,unknown,cartridge,SNES | FIFA 96 Soccer | PAL | unknown | cartridge,b7a3f38a45d986e4
19750,Nintendo Super Nintendo Entertainment System,SNES,Earthworm Jim,Earthworm Jim,primary_ascii,,PAL,en,cartridge,SNES | Earthworm Jim | PAL | en | cartridge,39457ba01ebf88ae
34406,Nintendo Super Nintendo Entertainment System,SNES,Street Fighter II,Street Fighter II,primary_ascii,,UNKNOWN,unknown,cartridge,SNES | Street Fighter II | UNKNOWN | unknown | cartridge,5e51ba11b63616ac
60676,Nintendo Super Nintendo Entertainment System,SNES,Shanghai II Dragon's Eye,Shanghai II Dragon's Eye,primary_ascii,,PAL,unknown,cartridge,SNES | Shanghai II Dragon's Eye | PAL | unknown | cartridge,d6d8f3c12494c488
19819,Nintendo Super Nintendo Entertainment System,SNES,Jurassic Park,Jurassic Park,primary_ascii,,PAL,en,cartridge,SNES | Jurassic Park | PAL | en | cartridge,067442f44750dde2
1816,Nintendo Super Nintendo Entertainment System,SNES,Art of Fighting,Art of Fighting,primary_ascii,,PAL,en,cartridge,SNES | Art of Fighting | PAL | en | cartridge,13b5d77396b119e1
26603,Nintendo Super Nintendo Entertainment System,SNES,Disney's The Lion King,Disney's The Lion King,primary_ascii,,PAL,en,cartridge,SNES | Disney's The Lion King | PAL | en | cartridge,fb2d3498c8b8272c
19839,Nintendo Super Nintendo Entertainment System,SNES,Blackhawk,Blackhawk,primary_ascii,Blackthorne,PAL,en,cartridge,SNES | Blackhawk | PAL | en | cartridge,04372018a1e1a993
85,Nintendo Super Nintendo Entertainment System,SNES,Terranigma,Terranigma,primary_ascii,,PAL,en,cartridge,SNES | Terranigma | PAL | en | cartridge,f8c40a65d1cc90a3
1836,Nintendo Super Nintendo Entertainment System,SNES,Pac-Attack,Pac-Attack,primary_ascii,Cosmo Gang the Puzzle,PAL,en,cartridge,SNES | Pac-Attack | PAL | en | cartridge,3e696bfe30c62d93
19813,Nintendo Super Nintendo Entertainment System,SNES,Power Drive,Power Drive,primary_ascii,,PAL,en,cartridge,SNES | Power Drive | PAL | en | cartridge,ecb9f59638f3dfa6
1859,Nintendo Super Nintendo Entertainment System,SNES,Micro Machines 2 Turbo Tournament,Micro Machines 2 Turbo Tournament,primary_ascii,,PAL,en,cartridge,SNES | Micro Machines 2 Turbo Tournament | PAL | en | cartridge,98ffabcecd31cb8d
26623,Nintendo Super Nintendo Entertainment System,SNES,Secret of Evermore,Secret of Evermore,primary_ascii,,PAL,en,cartridge,SNES | Secret of Evermore | PAL | en | cartridge,32657a010efde050
61155,Nintendo Super Nintendo Entertainment System,SNES,Super Mario World,Super Mario World,primary_ascii,,PAL,unknown,cartridge,SNES | Super Mario World | PAL | unknown | cartridge,a0e30d50a7467861
19882,Nintendo Super Nintendo Entertainment System,SNES,Mega-Lo-Mania,Mega-Lo-Mania,primary_ascii,Megalomania,PAL,en,cartridge,SNES | Mega-Lo-Mania | PAL | en | cartridge,c51a8121621faec8
19919,Nintendo Super Nintendo Entertainment System,SNES,Donkey Kong Country 3 Dixie Kong's Double Trouble!,Donkey Kong Country 3 Dixie Kong's Double Trouble!,primary_ascii,,PAL,en,cartridge,SNES | Donkey Kong Country 3 Dixie Kong's Double Trouble! | PAL | en | cartridge,625f9801599e201f
20417,Nintendo Super Nintendo Entertainment System,SNES,Ardy Lightfoot,Ardy Lightfoot,primary_ascii,,PAL,en,cartridge,SNES | Ardy Lightfoot | PAL | en | cartridge,70ace957e3db9a90
37964,Nintendo Super Nintendo Entertainment System,SNES,Illusion of Gaia,Illusion of Gaia,primary_ascii,,NTSC-U,unknown,cartridge,SNES | Illusion of Gaia | NTSC-U | unknown | cartridge,0ad918334ae97d7d
36982,Nintendo Super Nintendo Entertainment System,SNES,Data East Classic Collection,Data East Classic Collection,primary_ascii,Fighter's History|Fighter's History Mizoguchi Kiki Ippatsu!!|ファイターズヒストリー 〜溝口危機一髪!!〜|Side Pocket|Magical Drop|Magical Drop II|Magical Drop 2,UNKNOWN,unknown,cartridge,SNES | Data East Classic Collection | UNKNOWN | unknown | cartridge,e80e107b0cab8f83
42934,Nintendo Super Nintendo Entertainment System,SNES,Super Probotector Alien Rebels,Super Probotector Alien Rebels,primary_ascii,,PAL,unknown,cartridge,SNES | Super Probotector Alien Rebels | PAL | unknown | cartridge,58057017490a09b2
42983,Nintendo Super Nintendo Entertainment System,SNES,Pitfall The Mayan Adventure,Pitfall The Mayan Adventure,primary_ascii,,PAL,unknown,cartridge,SNES | Pitfall The Mayan Adventure | PAL | unknown | cartridge,bb2c971c8d71784c
1873,Nintendo Super Nintendo Entertainment System,SNES,Aero the Acro-Bat,Aero the Acro-Bat,primary_ascii,,PAL,en,cartridge,SNES | Aero the Acro-Bat | PAL | en | cartridge,58c60570d0c8e49e
20360,Nintendo Super Nintendo Entertainment System,SNES,Astérix,Astérix,primary_fallback,,PAL,en,cartridge,SNES | Astérix | PAL | en | cartridge,48505a2fec33230d
20317,Nintendo Super Nintendo Entertainment System,SNES,NHLPA Hockey '93,NHLPA Hockey '93,primary_ascii,,PAL,en,cartridge,SNES | NHLPA Hockey '93 | PAL | en | cartridge,8ee1ccd17a00a07c
26560,Nintendo Super Nintendo Entertainment System,SNES,Disney's Timon & Pumbaa's Jungle Games,Disney's Timon & Pumbaa's Jungle Games,primary_ascii,Disney's Timon and Pumbaa's Jungle Games,PAL,en,cartridge,SNES | Disney's Timon & Pumbaa's Jungle Games | PAL | en | cartridge,0e99be8e0241dbf8
42791,Nintendo Super Nintendo Entertainment System,SNES,Looney Tunes Road Runner,Looney Tunes Road Runner,primary_ascii,,PAL,unknown,cartridge,SNES | Looney Tunes Road Runner | PAL | unknown | cartridge,18688c80ecf435d8
26660,Nintendo Super Nintendo Entertainment System,SNES,Equinox,Equinox,primary_ascii,Solstice II,PAL,en,cartridge,SNES | Equinox | PAL | en | cartridge,6940816b3935c7ca
29365,Nintendo Super Nintendo Entertainment System,SNES,Power Piggs of the Dark Age,Power Piggs of the Dark Age,primary_ascii,,PAL,en,cartridge,SNES | Power Piggs of the Dark Age | PAL | en | cartridge,76c509aed4487d0b
42940,Nintendo Super Nintendo Entertainment System,SNES,Lemmings 2 The Tribes,Lemmings 2 The Tribes,primary_ascii,,PAL,unknown,cartridge,SNES | Lemmings 2 The Tribes | PAL | unknown | cartridge,18bf7121ba187dce
1876,Nintendo Super Nintendo Entertainment System,SNES,Kid Klown in Crazy Chase,Kid Klown in Crazy Chase,primary_ascii,,PAL,en,cartridge,SNES | Kid Klown in Crazy Chase | PAL | en | cartridge,91776402c6954792
26683,Nintendo Super Nintendo Entertainment System,SNES,Lemmings 2 The Tribes,Lemmings 2 The Tribes,primary_ascii,,PAL,en,cartridge,SNES | Lemmings 2 The Tribes | PAL | en | cartridge,3ebd078b5d27165b
34177,Nintendo Super Nintendo Entertainment System,SNES,Slik Sticks Quest Control Pad for Super Nintendo,Slik Sticks Quest Control Pad for Super Nintendo,primary_ascii,,PAL,unknown,unknown,SNES | Slik Sticks Quest Control Pad for Super Nintendo | PAL | unknown | unknown,0b0c61741736de9d
60650,Nintendo Super Nintendo Entertainment System,SNES,The Smurfs,The Smurfs,primary_ascii,,PAL,unknown,cartridge,SNES | The Smurfs | PAL | unknown | cartridge,286ec4ca179464e2
19876,Nintendo Super Nintendo Entertainment System,SNES,WWF Super Wrestlemania,WWF Super Wrestlemania,primary_ascii,,PAL,en,cartridge,SNES | WWF Super Wrestlemania | PAL | en | cartridge,a8ef86f0dcbcd798
60673,Nintendo Super Nintendo Entertainment System,SNES,F1 Pole Position,F1 Pole Position,primary_ascii,,PAL,unknown,cartridge,SNES | F1 Pole Position | PAL | unknown | cartridge,136904468a797941
1853,Nintendo Super Nintendo Entertainment System,SNES,King Arthur's World,King Arthur's World,primary_ascii,Royal Conquest,PAL,en,cartridge,SNES | King Arthur's World | PAL | en | cartridge,ea6635c1bf8c410d
61175,Nintendo Super Nintendo Entertainment System,SNES,"ASCII Super Advantage, Arcade controller","ASCII Super Advantage, Arcade controller",primary_ascii,,PAL,unknown,unknown,"SNES | ASCII Super Advantage, Arcade controller | PAL | unknown | unknown",94a79169e36dc621
42831,Nintendo Super Nintendo Entertainment System,SNES,B.O.B.,B.O.B.,primary_ascii,,PAL,unknown,cartridge,SNES | B.O.B. | PAL | unknown | cartridge,2e78633a0de3192c
61152,Nintendo Super Nintendo Entertainment System,SNES,Pac-Man 2 The New Adventures,Pac-Man 2 The New Adventures,primary_ascii,,PAL,unknown,cartridge,SNES | Pac-Man 2 The New Adventures | PAL | unknown | cartridge,285cc146b3451a8f
20377,Nintendo Super Nintendo Entertainment System,SNES,Super Mario World 2 Yoshi's Island,Super Mario World 2 Yoshi's Island,primary_ascii,,PAL,en,cartridge,SNES | Super Mario World 2 Yoshi's Island | PAL | en | cartridge,be5fb69768c7500a
26583,Nintendo Super Nintendo Entertainment System,SNES,Mortal Kombat,Mortal Kombat,primary_ascii,,PAL,en,cartridge,SNES | Mortal Kombat | PAL | en | cartridge,15311d4964ea1491
40693,Nintendo Super Nintendo Entertainment System,SNES,Power Rangers,Power Rangers,primary_ascii,,PAL,unknown,cartridge,SNES | Power Rangers | PAL | unknown | cartridge,c4d45ccbfe9134b0
43017,Nintendo Super Nintendo Entertainment System,SNES,Super Mario World 2 Yoshi's Island,Super Mario World 2 Yoshi's Island,primary_ascii,,PAL,unknown,cartridge,SNES | Super Mario World 2 Yoshi's Island | PAL | unknown | cartridge,e97a1a42d9cd1d46
20337,Nintendo Super Nintendo Entertainment System,SNES,Barkley Shut Up and Jam!,Barkley Shut Up and Jam!,primary_ascii,,PAL,en,cartridge,SNES | Barkley Shut Up and Jam! | PAL | en | cartridge,04529c3df1a2e990
42814,Nintendo Super Nintendo Entertainment System,SNES,Mickey Mania,Mickey Mania,primary_ascii,,PAL,unknown,cartridge,SNES | Mickey Mania | PAL | unknown | cartridge,8c090c67bcde8002
42376,Nintendo Super Nintendo Entertainment System,SNES,Super Soccer,Super Soccer,primary_ascii,,PAL,unknown,cartridge,SNES | Super Soccer | PAL | unknown | cartridge,6ea5c50a36b95a81
19799,Nintendo Super Nintendo Entertainment System,SNES,Super Star Wars Return of the Jedi,Super Star Wars Return of the Jedi,primary_ascii,,PAL,en,cartridge,SNES | Super Star Wars Return of the Jedi | PAL | en | cartridge,0faa8c6230d04e86
20340,Nintendo Super Nintendo Entertainment System,SNES,Ultimate Mortal Kombat 3,Ultimate Mortal Kombat 3,primary_ascii,,PAL,en,cartridge,SNES | Ultimate Mortal Kombat 3 | PAL | en | cartridge,b75072cfba64b1bd
19816,Nintendo Super Nintendo Entertainment System,SNES,Pinball Dreams,Pinball Dreams,primary_ascii,,PAL,en,cartridge,SNES | Pinball Dreams | PAL | en | cartridge,4cb29febfabd7f5a
19793,Nintendo Super Nintendo Entertainment System,SNES,Joe & Mac Caveman Ninja,Joe & Mac Caveman Ninja,primary_ascii,,PAL,en,cartridge,SNES | Joe & Mac Caveman Ninja | PAL | en | cartridge,d0d2e0af450aa6a6
34068,Nintendo Super Nintendo Entertainment System,SNES,Super Nintendo Entertainment System Super Mario World set,Super Nintendo Entertainment System Super Mario World set,primary_ascii,Super Nintendo Entertainment System|Super Mario World,PAL,unknown,unknown,SNES | Super Nintendo Entertainment System Super Mario World set | PAL | unknown | unknown,f20c53f177ad06fa
1813,Nintendo Super Nintendo Entertainment System,SNES,NBA All-Star Challenge,NBA All-Star Challenge,primary_ascii,,PAL,en,cartridge,SNES | NBA All-Star Challenge | PAL | en | cartridge,99a0f8bac118df46
37981,Nintendo Super Nintendo Entertainment System,SNES,Teenage Mutant Hero Turtles IV Turtles in Time,Teenage Mutant Hero Turtles IV Turtles in Time,primary_ascii,Teenage Mutant Hero Turtles 4 Turtles in Time,PAL,unknown,cartridge,SNES | Teenage Mutant Hero Turtles IV Turtles in Time | PAL | unknown | cartridge,d1461dbb5ca9524a
88,Nintendo Super Nintendo Entertainment System,SNES,Actraiser,Actraiser,primary_ascii,,PAL,en,cartridge,SNES | Actraiser | PAL | en | cartridge,fd62f298f631bb4f
42708,Nintendo Super Nintendo Entertainment System,SNES,International Superstar Soccer Deluxe,International Superstar Soccer Deluxe,primary_ascii,,PAL,unknown,cartridge,SNES | International Superstar Soccer Deluxe | PAL | unknown | cartridge,075d6c65dce1e6f0
19836,Nintendo Super Nintendo Entertainment System,SNES,PGA Tour 96,PGA Tour 96,primary_ascii,,PAL,en,cartridge,SNES | PGA Tour 96 | PAL | en | cartridge,4cb446f67f693621
20357,Nintendo Super Nintendo Entertainment System,SNES,Tiny Toon Adventures Buster Busts Loose!,Tiny Toon Adventures Buster Busts Loose!,primary_ascii,,PAL,en,cartridge,SNES | Tiny Toon Adventures Buster Busts Loose! | PAL | en | cartridge,a4931acb6330dbe8
26557,Nintendo Super Nintendo Entertainment System,SNES,Major Title,Major Title,primary_ascii,The Irem Skins Game,PAL,en,cartridge,SNES | Major Title | PAL | en | cartridge,fe74aeb144995e89
