igdb_id,name,first_release_date_ts,first_release_date_ymd,genres,themes,game_modes,player_perspectives,franchises,collection,platforms,aggregated_rating
14531,Tetris & Dr. Mario,788745600,1994-12-30,Puzzle; Tactical; Arcade,,Single player; Multiplayer; Split screen,Side view,Mario; Tetris,,Super Nintendo Entertainment System,
4509,NHL 95,788832000,1994-12-31,Simulator; Sport,Non-fiction,Single player; Split screen,Third person; Bird view / Isometric,NHL; NHLPA,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis; DOS,
174910,Parodius,710035200,1992-07-02,Shooter; Arcade,Action; Comedy,Single player; Multiplayer,Side view,Parodius,,Super Nintendo Entertainment System; Super Famicom,
10162,Stargate,794016000,1995-03-01,Shooter; Platform; Puzzle,Action; Fantasy; Science fiction; Historical,Single player,Side view,Stargate,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis; Super Famicom,
4546,WWF WrestleMania: The Arcade Game,813974400,1995-10-18,Fighting,,Single player; Multiplayer,Side view,WWF,,Arcade; Super Nintendo Entertainment System; Sega 32X; Sega Mega Drive/Genesis; PC (Microsoft Windows); DOS; Sega Saturn; PlayStation,
1357,U.N. Squadron,620524800,1989-08-31,Shooter,Action; Warfare,Single player; Co-operative,Side view,Area 88,,Arcade; Super Nintendo Entertainment System; Atari ST/STE; Amiga; Super Famicom,
76999,Super Goal!,723168000,1992-12-01,Sport,,Single player; Multiplayer,Bird view / Isometric,,,Super Nintendo Entertainment System; Super Famicom,
136206,Power Rangers Time Force and Power Rangers Ninja Storm,1098403200,2004-10-22,,,,,Power Rangers,,Game Boy Advance,
219488,Super Ghouls 'n Ghosts,1027036800,2002-07-19,Platform,Action; Fantasy; Horror,Single player,Side view,Ghosts 'n Goblins,,Wii U; Game Boy Advance,
74492,Shin Megami Tensei: Synchronicity Prologue,1508112000,2017-10-16,Platform; Adventure,Action; Fantasy,Single player,Side view,Megami Tensei,,PC (Microsoft Windows),
15834,Emerald Dragon,759715200,1994-01-28,Role-playing (RPG); Adventure,Fantasy,Single player,Bird view / Isometric,,,Turbografx-16/PC Engine CD; Super Famicom,
19712,NBA Jam Tournament Edition,758764800,1994-01-17,Sport; Arcade,Action,Single player; Multiplayer; Co-operative,Third person; Side view,NBA,,Arcade; Super Nintendo Entertainment System; Sega 32X; Sega Mega Drive/Genesis; DOS; Atari Jaguar; Sega Saturn; PlayStation; Super Famicom,65.0
10843,Indiana Jones' Greatest Adventures,781833600,1994-10-11,Platform; Adventure,Action; Fantasy; Historical,Single player,Side view,Indiana Jones,,Super Nintendo Entertainment System; Wii,
1092,Donkey Kong Country 2: Diddy's Kong Quest,816912000,1995-11-21,Platform,Action; Fantasy; Comedy,Single player; Multiplayer,Side view,Donkey Kong,,Super Nintendo Entertainment System; Wii; Wii U; New Nintendo 3DS; Super Famicom,70.0
15889,Albert Odyssey,731289600,1993-03-05,Role-playing (RPG); Strategy,Action,Single player,Bird view / Isometric,,,Satellaview; Wii; Wii U; Super Famicom,
198028,Super Bomberman,1070236800,2003-12-01,Arcade,Action,Single player,Bird view / Isometric,Bomberman,,Legacy Mobile Device,
42447,Super Turrican 2,817776000,1995-12-01,Shooter,,Single player,,,,Super Nintendo Entertainment System; Wii,
71773,Golf's Best: St. Andrews - The Home of Golf,,,Simulator; Sport,,,,,,,
1103,Super Metroid,764035200,1994-03-19,Shooter; Platform; Adventure,Action; Science fiction; Thriller,Single player,Side view,Metroid,,Super Nintendo Entertainment System; Wii; Wii U; New Nintendo 3DS; Super Famicom,100.0
1026,The Legend of Zelda: A Link to the Past,690681600,1991-11-21,Puzzle; Adventure,Action; Fantasy,Single player,Bird view / Isometric,The Legend of Zelda,,Satellaview; Super Nintendo Entertainment System; Wii; Wii U; New Nintendo 3DS; Super Famicom,100.0
329147,Equinox,1737590400,2025-01-23,Visual Novel,Comedy; Drama; Romance,Single player,Text,,,Linux; PC (Microsoft Windows); Mac,
159110,Action Pack I Prince of Persia: Revelations & Prince of Persia: Rival Swords,1299715200,2011-03-10,,,,,,,PlayStation Portable,
55092,Secret of Mana,1518652800,2018-02-15,Role-playing (RPG); Adventure,Action; Fantasy,Single player; Multiplayer; Co-operative,Bird view / Isometric,,,PlayStation 4; PC (Microsoft Windows); PlayStation Vita,68.0
11616,Soul Blazer,696816000,1992-01-31,Role-playing (RPG); Adventure,Action; Fantasy; Open world,Single player,Bird view / Isometric,,,Satellaview; Super Nintendo Entertainment System; Super Famicom,
48939,Super Star Wars: Return of the Jedi,772243200,1994-06-22,Platform; Arcade,Action; Science fiction,Single player,Third person; Side view,Star Wars,,Super Nintendo Entertainment System; Wii; Sega Game Gear; Super Famicom,
196441,Total Carnage,760060800,1994-02-01,Shooter; Arcade,Science fiction; Comedy; Warfare,,,,,Game Boy,
265060,Lucky Luke,925516800,1999-05-01,,,Single player,,Lucky Luke,,Game Boy Color,
217956,Jurassic Park,757296000,1993-12-31,,,,,Jurassic Park,,Handheld Electronic LCD,
207235,Wolverine: Adamantium Rage,784771200,1994-11-14,Fighting; Platform; Hack and slash/Beat 'em up,Action,Single player,Side view,Marvel; X-Men; Wolverine,,Sega Mega Drive/Genesis,
49011,NBA All-Star Challenge,667785600,1991-03-01,Sport,,Single player,Bird view / Isometric,NBA,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis; Game Boy,
307394,Zoop Zoop Bee Adventures 7,1663804800,2022-09-22,Arcade,,Single player,Side view,,,Web browser,
7828,Cutthroat Island,825638400,1996-03-01,Platform; Adventure,Action,Single player; Co-operative,Side view,Cutthroat Island,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis,
210342,Vortex,1158019200,2006-09-12,Arcade,,Single player,Bird view / Isometric,,,iOS,
42637,Archer Maclean's Super Dropzone,817776000,1995-12-01,Shooter,Science fiction,,,,,Super Nintendo Entertainment System; PlayStation; Game Boy Advance,
10354,Killer Instinct,1385078400,2013-11-22,Fighting,Action,Single player; Multiplayer,Side view,,,PC (Microsoft Windows); Xbox One,71.25
190013,Wario's Woods,761616000,1994-02-19,Platform; Puzzle,,,Side view,Wario; Mario,,Super Nintendo Entertainment System; Super Famicom,
42618,Kevin Keegan's Player Manager,728524800,1993-02-01,Simulator; Sport,,,,,,Super Nintendo Entertainment System,
208990,SimCity,1167523200,2006-12-31,Simulator,Business,Single player,Bird view / Isometric,SimCity,,Sega Mega Drive/Genesis; Legacy Mobile Device,
11603,Pac-Man 2: The New Adventures,765590400,1994-04-06,Puzzle; Adventure,Comedy,Single player,Side view,Pac-Man,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis; Wii U; Super Famicom,
353713,Populous,686275200,1991-10-01,Real Time Strategy (RTS); Simulator; Strategy,Fantasy; Sandbox,Single player,Bird view / Isometric,,,Sega Master System/Mark III,
42655,NHL Stanley Cup,741484800,1993-07-01,Sport,,,,NHL,,Super Nintendo Entertainment System,
81523,Super Tennis,683510400,1991-08-30,Sport,Action; Non-fiction,Single player; Multiplayer,Bird view / Isometric,,,Arcade; Super Nintendo Entertainment System; Super Famicom,
368893,The Incredible Hulk,788832000,1994-12-31,Platform,Action,Single player,Side view,Hulk; Marvel,,Sega Game Gear; Sega Master System/Mark III,
37251,World Heroes 2,735782400,1993-04-26,Fighting,,Single player; Multiplayer,Side view,,,Neo Geo AES; Arcade; Neo Geo MVS; Super Nintendo Entertainment System; Wii; Neo Geo CD; Turbografx-16/PC Engine CD,
327781,Pushover,1735603200,2024-12-31,Adventure; Visual Novel,Comedy,Single player,,,,Web browser; Game Boy,
361131,Mario Kart Tour: Super Mario Kart Tour,1599609600,2020-09-09,Racing,,Single player,Third person,Mario; Donkey Kong,,Android; iOS,
198933,Super Street Fighter II: The New Challengers,788832000,1994-12-31,Fighting,Action,Single player,Side view,Street Fighter,,Handheld Electronic LCD,
42636,Arkanoid: Doh It Again,853286400,1997-01-15,Puzzle,Action,Single player,Bird view / Isometric,,,Satellaview; Super Nintendo Entertainment System; PC (Microsoft Windows); Super Famicom,
45708,Kick Off 3: European Challenge,788400000,1994-12-26,Sport,,Single player,Bird view / Isometric,,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis; DOS; Amiga,
4245,John Madden Football '93,725760000,1992-12-31,Simulator; Sport,,,,Madden,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis,
45566,WWF: Super Wrestlemania,724982400,1992-12-22,Fighting; Sport,,Single player,,WWE; WWF,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis,
81899,Mortal Kombat & Mortal Kombat II,905385600,1998-09-10,Fighting,,Single player,Side view,Mortal Kombat,,Game Boy,
223018,Mortal Kombat II,788832000,1994-12-31,Fighting,Action,Single player,Side view,,,Family Computer,
28509,Stunt Race FX,770688000,1994-06-04,Racing,Action,Single player; Multiplayer; Split screen,First person; Third person,,,Super Nintendo Entertainment System; Super Famicom,
19773,Warlock,788832000,1994-12-31,Platform; Puzzle; Adventure,Action; Horror,Single player,Side view,,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis,
198845,Paperboy 2,725760000,1992-12-31,Arcade,,Single player,,,,Handheld Electronic LCD,
42474,Pink Goes to Hollywood,757296000,1993-12-31,Platform,Action,Single player,Side view,Pink Panther,,Super Nintendo Entertainment System; Super Famicom,
7351,Doom,1463011200,2016-05-12,Shooter; Puzzle,Action; Science fiction; Horror,Single player; Multiplayer; Co-operative,First person,Doom,,PlayStation 4; PC (Microsoft Windows); Xbox One,86.96875
12675,Magic Boy,757296000,1993-12-31,Platform,,Single player; Multiplayer,Side view,,,Super Nintendo Entertainment System; DOS; Amiga,
276932,Rushing Beat: Translation,1475366400,2016-10-02,Fighting; Hack and slash/Beat 'em up; Adventure,Action,Single player; Multiplayer; Co-operative,Side view,,,Super Famicom,
365654,The Incredible Crash Dummies,725760000,1992-12-31,,,Single player,,The Incredible Crash Dummies,,Sega Game Gear; Sega Master System/Mark III,
14901,The Hunt for Red October,660009600,1990-12-01,Arcade,Action; Thriller; Warfare,Single player,Bird view / Isometric; Side view,Tom Clancy’s; The Hunt for Red October; Jack Ryan,,Commodore C64/128/MAX; ZX Spectrum; Atari ST/STE; DOS; Amiga; Amstrad CPC,
15844,Treasure Hunter G,832896000,1996-05-24,Role-playing (RPG); Adventure,Fantasy,Single player,Bird view / Isometric,,,Wii; Super Famicom,
49447,Angelique,780278400,1994-09-23,Simulator; Strategy; Adventure,Fantasy; Romance,Single player,Bird view / Isometric; Text,Angelique,,Game Boy Advance; Super Famicom,
45437,Angelique Duet,901756800,1998-07-30,Visual Novel,Fantasy; Romance,Single player,Text,Angelique,,Sega Saturn; PlayStation,
42455,Super Pinball: Behind the Mask,757382400,1994-01-01,Pinball,Action,Single player,Bird view / Isometric,,,Satellaview; Super Nintendo Entertainment System; Super Famicom,
1709,Mario & Wario,746409600,1993-08-27,Puzzle,Comedy,Single player,Side view,Mario Bros.; Wario; Mario,,Super Famicom,
38210,Natsuki Crisis Battle,798422400,1995-04-21,Fighting,,Single player; Multiplayer,Side view,,,Super Famicom,
42546,Super Bomberman: Panic Bomber W,796694400,1995-04-01,Puzzle,,Single player; Multiplayer; Split screen,Side view,Bomberman,,Satellaview; Super Famicom,
36731,Bishoujo Senshi Sailor Moon Super S: Fuwa-fuwa Panic,818380800,1995-12-08,Puzzle; Arcade,Comedy,Single player; Multiplayer,Side view,Sailor Moon,,Super Famicom,
131387,Ultraman,1085011200,2004-05-20,Fighting,,Single player,,Ultraman,,PlayStation 2,
63941,Ultraman: Ultraman Chinou UP Dai Sakusen,827452800,1996-03-22,,,,,,,Playdia,
42484,Mystic Ark,805680000,1995-07-14,Puzzle; Role-playing (RPG); Adventure,Fantasy; Science fiction; Historical,Single player,Bird view / Isometric,,,Satellaview; Super Famicom,
77969,SimCity Graphics Set 2: Future Cities,,,Simulator,Business,Single player,Bird view / Isometric,SimCity; Sim,,,
38184,Captain Tsubasa IV: Pro no Rival-tachi,733795200,1993-04-03,Role-playing (RPG); Sport,Action,Single player,,Captain Tsubasa,,Super Famicom,
71128,Fatal Fury,691027200,1991-11-25,Fighting,Action,Single player; Multiplayer,Side view,Fatal Fury,,Neo Geo AES; Arcade; PlayStation 3; Super Nintendo Entertainment System; Wii; Sega Mega Drive/Genesis; PlayStation Portable; Neo Geo CD; Super Famicom,
37811,Super Mahjong Taikai,716256000,1992-09-12,Sport; Quiz/Trivia; Card & Board Game,Non-fiction,Single player,Bird view / Isometric,,,Satellaview; Super Famicom,
40451,Suzuka 8 Hours,707702400,1992-06-05,Racing; Simulator,,Single player,,,,Arcade; Super Nintendo Entertainment System; Super Famicom,
36734,Classic Road II,793584000,1995-02-24,Racing; Simulator,Non-fiction,Single player,Text,,,Super Famicom,
37972,Jungle Wars 2: Kodai Mahou Atimos no Nazo,732499200,1993-03-19,Role-playing (RPG); Adventure,,Single player,,,,Super Famicom,
38332,Hat Trick Hero 2,775440000,1994-07-29,Sport,,Single player,Bird view / Isometric,,,Super Nintendo Entertainment System; Super Famicom,
47587,Shinsetsu Samurai Spirits: Bushido Retsuden,869961600,1997-07-27,Role-playing (RPG),Fantasy; Historical,Single player,,Samurai Shodown,,Sega Saturn; PlayStation; Neo Geo CD,
42425,Wagyan Paradise,787536000,1994-12-16,Platform; Puzzle; Adventure,Action; Fantasy,Single player,Side view,,,Super Famicom,
42270,Super Dunk Star,735955200,1993-04-28,Sport,,Single player,,,,Super Famicom,
122266,"Dragon Quest 1, 2, 3 Collection",1569542400,2019-09-27,Role-playing (RPG); Adventure,Fantasy,Single player,Bird view / Isometric,Dragon Quest,,Nintendo Switch,72.0
63509,RPG Tsukuuru: Super Dante,820368000,1995-12-31,Role-playing (RPG); Simulator,Sandbox; Educational,Single player,Bird view / Isometric,,,Satellaview; Super Famicom,
46534,David Crane's Amazing Tennis,725760000,1992-12-31,Sport,,Single player,Bird view / Isometric,,,Arcade; Super Nintendo Entertainment System; Sega Mega Drive/Genesis,
38371,Tetris Battle Gaiden,759369600,1994-01-24,Puzzle; Simulator; Strategy; Adventure,Educational,Single player; Multiplayer; Split screen,Side view,Tetris,,Super Famicom,
42242,Fortune Quest: Dice wo Korogase,767491200,1994-04-28,Quiz/Trivia; Adventure; Card & Board Game,,Single player,Bird view / Isometric,Fortune Quest,,Super Famicom,
84332,Namco Open,,,,,,,,,,
37836,Super Famista 2,731894400,1993-03-12,Sport,,Single player; Multiplayer; Split screen,Bird view / Isometric; Side view,Family Stadium,,Super Famicom,
8564,Fighter's History,732499200,1993-03-19,Fighting,Action,Single player; Multiplayer,Side view,,,Arcade; Super Nintendo Entertainment System; Super Famicom,
58791,Fighter's History 2,792979200,1995-02-17,Fighting,Action; Comedy,Single player; Multiplayer,Side view,,,Super Famicom,
1499,Front Mission: Gun Hazard,825033600,1996-02-23,Shooter; Platform,Action; Science fiction,Single player,Bird view / Isometric; Side view,Front Mission,,Wii; Super Famicom,
13091,MechWarrior,631065600,1989-12-31,Shooter; Simulator,Action; Science fiction,Single player,First person,BattleTech,,Sharp X68000; DOS,
37843,Super Birdie Rush,699840000,1992-03-06,Sport,,Single player,Bird view / Isometric,,,Super Famicom,
78959,Magic Knight Rayearth,787536000,1994-12-16,Role-playing (RPG),Fantasy,Single player,First person; Side view,Magic Knight Rayearth,,Sega Game Gear,
38154,CB Chara Wars: Ushinawareta Gag,714960000,1992-08-28,,Action,Single player,,,,Super Famicom,
39578,Ashita no Joe,686188800,1991-09-30,Fighting; Sport,Action,Single player; Multiplayer; Split screen,Third person,Tomorrow's Joe,,Arcade; Super Famicom,
77634,Der Langrisser,804470400,1995-06-30,Role-playing (RPG); Turn-based strategy (TBS); Tactical,Fantasy; Warfare,Single player,Bird view / Isometric; Side view,,,Wii; PC (Microsoft Windows); Super Famicom,
4001,Mega Man X Collection,1136851200,2006-01-10,Platform; Adventure,Action,Single player,Side view,Mega Man,,Nintendo GameCube; PlayStation 2,
38321,SD The Great Battle: Aratanaru Chousen,662428800,1990-12-29,Shooter; Platform,Action; Science fiction,Single player,,Gundam; Kamen Rider; Ultraman,,Super Nintendo Entertainment System; Super Famicom,
306049,Cyber Citizen Shockman Zero,1720137600,2024-07-05,Platform; Adventure; Arcade,Action; Science fiction,Single player; Multiplayer; Co-operative,Side view,,,Xbox Series X|S; PlayStation 4; PC (Microsoft Windows); PlayStation 5; Xbox One; Nintendo Switch,70.0
5579,Dragon Slayer: The Legend of Heroes,628473600,1989-12-01,Role-playing (RPG),Fantasy,Single player,First person; Bird view / Isometric,Dragon Slayer; The Legend of Heroes,,PC-9800 Series; Sharp X68000; PC-8800 Series; Satellaview; Wii; Sega Mega Drive/Genesis; PC (Microsoft Windows); FM Towns; MSX2; Turbografx-16/PC Engine CD; Super Famicom,
99492,ACA Neo Geo: King of the Monsters,1496880000,2017-06-08,Arcade,Action,Single player; Multiplayer,Bird view / Isometric; Side view,,,PlayStation 4; PC (Microsoft Windows); Xbox One; Nintendo Switch,
129852,Monster King,1339718400,2012-06-15,Role-playing (RPG); Strategy; Adventure,,Single player,Bird view / Isometric,,,Xbox 360,
38114,Nintama Rantarou 2,828057600,1996-03-29,Platform,Action; Comedy,Single player,,Nintama Rantarou,,Satellaview; Super Famicom,
46596,Tecmo Super NBA Basketball,773020800,1994-07-01,Sport,,Single player; Multiplayer,Side view,NBA,,Super Nintendo Entertainment System; Sega Mega Drive/Genesis,
42406,Super Puyo Puyo,755481600,1993-12-10,Puzzle,Fantasy,Single player; Multiplayer; Split screen,Side view,Puyo Puyo,,Satellaview; Super Nintendo Entertainment System; Super Famicom,
42470,Super Puyo Puyo 2,817689600,1995-11-30,Puzzle,Action; Fantasy,Single player; Multiplayer; Split screen,Side view,Puyo Puyo,,Satellaview; Super Famicom,
42555,Feda: The Emblem of Justice,783302400,1994-10-28,Role-playing (RPG); Strategy,Fantasy,Single player,Bird view / Isometric,,,Super Famicom,
79843,King of the Monsters 2: The Next Thing,,,Fighting; Arcade,Action,Single player; Co-operative,,,,,
15935,Nekketsu Tairiku: Burning Heroes,795398400,1995-03-17,Role-playing (RPG),Fantasy,Single player,Bird view / Isometric,,,Super Famicom,
42531,Super Tetris 3,787536000,1994-12-16,Puzzle,Action,,,,,Super Famicom,
15893,Tecmo Secret of the Stars,752457600,1993-11-05,Role-playing (RPG),Fantasy,Single player,Bird view / Isometric,,,Super Nintendo Entertainment System; Super Famicom,
15374,Spindizzy Worlds,662601600,1990-12-31,Puzzle; Strategy,Action; Science fiction,,,,,Super Nintendo Entertainment System; Atari ST/STE,
15843,Bahamut Lagoon,823824000,1996-02-09,Role-playing (RPG); Strategy; Turn-based strategy (TBS),Action; Fantasy,Single player,Bird view / Isometric,,,Wii; Wii U; Super Famicom,
42649,Robotrek,773625600,1994-07-08,Role-playing (RPG),Action; Science fiction; Comedy,Single player,Bird view / Isometric; Side view,,,Super Nintendo Entertainment System; Super Famicom,
42462,Slayers,772416000,1994-06-24,Role-playing (RPG),Fantasy,Single player,Bird view / Isometric,Slayers,,Super Famicom,
4393,Dragon Slayer: The Legend of Heroes II,700963200,1992-03-19,Role-playing (RPG),Fantasy; Science fiction,Single player,Bird view / Isometric,Dragon Slayer; The Legend of Heroes,,Wii; Sega Mega Drive/Genesis; Super Famicom; TurboGrafx-16/PC Engine; PC-8800 Series,
4450,Shanghai II: Dragon's Eye,662601600,1990-12-31,Puzzle; Strategy,,Single player,Bird view / Isometric,,,Apple IIGS; Super Nintendo Entertainment System; Wii; Sega Mega Drive/Genesis; PC (Microsoft Windows); DOS,
