object_number,title,title.type,object_name,object_name.type,object_category,broadcast_standard,title.language,place_of_publication
66946,Assault Suits Valken,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,"","",""
20358,Axelay,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42838,NHL Hockey '94,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
61153,Pitfall The Mayan Adventure,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19880,The Lost Vikings II Norse by Norsewest;The Lost Vikings 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
37968,Super Mario All-Stars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
19774,B.O.B.;BOB,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
19923,Super R-Type,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20398,Super Probotector Alien Rebels;Contra III: The Alien Wars,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26518,Zombies;Zombies Ate My Neighbors,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
42334,The Mask,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
53743,Super Game Boy,Peripheral Description,Nintendo Super Nintendo Entertainment System,Cartridge,Peripheral,PAL,"",""
19757,Archer Maclean's Super Dropzone,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
34175,Slik Sticks Quest Control Pad for Super Nintendo,Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral,PAL,"",""
43004,Earthworm Jim,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
26641,Ultraman;Ultraman Towards the Future,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
01857,The Legend of Zelda A Link to the Past;Zelda no Densetsu Kamigami no Triforce,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
20381,Mortal Kombat 3;Mortal Kombat III,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
19857,Spider-Man Venom Maximum Carnage;Spider-Man and Venom: Maximum Carnage,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
42921,Mickey Mania,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
26581,Jurassic Park Part 2: The Chaos Continues,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37942,Mega Man 7,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
19903,Stargate,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42380,Ultimate Mortal Kombat 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
37948,Cybernator,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
60677,Dennis,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
69636,Super Metroid,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
00086,Equinox,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
79176,Ninja JaJaMaru Super Ninja Kid Limited Edition,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
61156,Donkey Kong Country,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01860,Virtual Soccer;J.League Super Soccer,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26624,Troddlers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
43396,"Super Nintendo Controller, SNES",Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral,"","",""
20404,Venom • Spider-Man Separation Anxiety;Venom/Spider-Man: Separation Anxiety,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
01880,The Incredible Crash Dummies;The Incredible Crash Dummies Slick Bouya no Daichousen,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26604,Mortal Kombat 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26667,Bubsy In: Claws Encounters of the Furred Kind;Bubsy in Claws Encounters of the Furred Kind,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26561,Tetris Attack;Panel de Pon,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
19920,Legend,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42941,NHL Hockey '94,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
53222,"Fire The Rebel Mouse for SNES / SFC F-010, Super NES Mouse",Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral,"","",""
19829,Gods,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
40723,Donald in Maui Mallard,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
42383,Carrier Aces,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01806,Wolverine Adamantium Rage,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19783,Winter Olympics Lillehammer 94,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42761,Super Game Boy,Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral,"","",""
20324,Goof Troop,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
70957,Jurassic Park Part 2: The Chaos Continues Collector's Edition;Jurassic Park Part 2: The Chaos Continues,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle,"",;,""
301596,240p Test Suite,Software Description,Nintendo Super Nintendo Entertainment System,Cartridge,Software,NTSC-U,"",""
68910,Super Star Wars The Empire Strikes Back,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
01846,World League Basketball;NCAA Basketball;Super Dunk Shot,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;;,""
19906,Troy Aikman NFL Football,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19846,Disney's Timon & Pumbaa's Jungle Games,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26676,Super Dany,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42366,Super Mario All-Stars;Super Mario All-Stars,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;,""
300401,Street Racer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19892,Robocop Versus The Terminator,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20347,Power Rangers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42320,Kick Off,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
40554,Winter Olympics Lillehammer 94,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
41888,Asciiware Fighter Stick SN,Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral,"","",""
26590,Power Piggs of the Dark Age,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37951,Breath of Fire II;Breath of Fire 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,;,""
01800,The Blues Brothers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
01863,Mortal Kombat II;Mortal Kombat 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26670,Revolution X,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42323,NHL 97,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
42346,NBA Jam,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
60683,Parodius,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19743,Terranigma,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20407,Shadowrun,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19766,Earthworm Jim 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26527,Teenage Mutant Hero Turtles IV Turtles in Time;Teenage Mutant Ninja Turtles IV Turtles in Time;Teenage Mutant Hero Turtles 4 Turtles in Time,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;;,""
26550,Mega Man X;Rockman X,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
19823,Boogerman A Pick and Flick Adventure,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26570,Mario is Missing!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42389,Eek! The Cat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01869,Last Action Hero,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20370,The Addams Family,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26607,Midway Presents Arcade's Greatest Hits The Atari Collection 1,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37931,Super Mario World 2 Yoshi's island,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
19929,Lagoon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
60646,Super Mario All-Stars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
20413,Pocky & Rocky,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37974,Street Fighter II;Street Fighter 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;,""
20364,Super Putty,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
61145,Tetris 2,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
301689,Rendering Ranger R2 Collector's Edition;Shadow of the Ninja,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,"",Game Bundle,"",;,""
20327,Skyblazer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
70954,Jurassic Park,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,"","",""
20350,Super SWIV,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
36998,Undercover Cops Collector's Edition;Undercover Cops,Game Title;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,"",;,""
40534,NewmanHaas IndyCar featuring Nigel Mansell,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01803,Lucky Luke,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
30314,"Super Nintendo Entertainment System, ""Super NES Control Set""",Console Description,Nintendo Super Nintendo Entertainment System,"",Console,PAL,"",""
42386,Super Battletank 2 ,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19786,King Arthur's World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
68913,Mohawk & Headphone Jack,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19763,Garry Kitchen's Super Battletank,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
41576,Zombies;Zombies Ate my Neighbors,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;,""
42363,Mortal Kombat II,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
26547,Spirou;Robbedoes,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;,""
01843,Nigel Mansell's World Championship;Nigel Mansell's World Championship Racing;Nigel Mansell's F-1 Challenge,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;;,""
26633,Primal Rage,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
43405,Super Game Boy,Peripheral Description,Nintendo Super Famicom;Nintendo Game Boy,;,Peripheral;Console,PAL,"",""
43013,Donkey Kong Country 2 Diddy's Kong Quest,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
20390,Mega Man X,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26587,Young Merlin,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42326,NBA Jam,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19746,Mario Paint,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19912,Puzzle Bobble Bust-A-Move,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20410,Breath of Fire II,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19889,Wild Guns,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20387,International Superstar Soccer Deluxe,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42655,Lemmings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
42821,Claymates,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
60686,International Superstar Soccer Deluxe,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01866,Warlock,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
40471,NBA Live 96,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
54708,Donkey Kong Country,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19932,Super Ghouls 'n Ghosts,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
64576,R-Type The Third Lightning III & R-Type Super Collectors Edition,Game Title,Nintendo Super Nintendo Entertainment System,"",Game,"","",""
26673,Lemmings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26653,Super Putty;Putty Moon,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26510,Illusion of Time;Illusion of Gaia;Gaia Gensouki,Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;;,""
19869,Tetris & Dr Mario,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37928,Final Fantasy III;Final Fantasy 3,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,;,""
40683,International Superstar Soccer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19826,Cool Spot,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26567,Jungle Strike The Sequel to Desert Strike,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
66455,Super Ghouls 'n Ghosts;超魔界村;Chou Makaimura,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,""
20367,Marvel Super Heroes in War of the Gems,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26610,World Cup Striker,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37038,Battletoads Double Dragon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,"","",""
01852,Super Street Fighter II;Super Street Fighter II The New Challengers,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26659,Donkey Kong Country 2 Diddy's Kong Quest;Super Donkey Kong 2 Dixie & Diddy,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
42312,Killer Instinct,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01875,Magic Boy,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20399,X Zone;X-Zone,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
34176,Slik Sticks Quest Control Pad for Super Nintendo,Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral,PAL,"",""
42335,Cool Spot,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
42999,Super Putty,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
60672,Jimmy Connors Pro Tennis Tour,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01829,Kevin Keegan's Player Manager,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
61151,Mario is Missing,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
20330,World League Basketball;NCAA Basketball,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
32988,Super NES Nintendo Scope 6,Peripheral Description,Nintendo Super Nintendo Entertainment System,"",Peripheral,"","",""
42807,Earthworm Jim,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
41579,Ghoul Patrol,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
66944,Assault Suits Valken Deluxe Edition;Assault Suits Valken,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle,"",;,""
301549,Kaizou Choujin Schbibinman Zero Shockman Zero Hardcover set;Kaizou Choujin Schbibinman Zero Shockman Zero,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,"",Game Bundle,"",;,""
20376,The Smurfs,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42853,SimCity,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
20353,Judge Dredd,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42289,Street Racer,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19752,Super Star Wars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19858,Micro Machines,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42329,NBA Jam T.E.;NBA Jam Tournament Edition,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;,""
42876,Pinball Dreams!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
26642,Judge Dredd,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
79168,Wild Guns,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,"",English,""
42813,Choplifter III Rescue Survive,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19898,Lemmings,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42375,Castlevania Vampires Kiss;Castlevania Dracula X ,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;,""
53738,Secret of Mana Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.;Secret of Mana,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle,PAL,;,""
300564,J.R.R. Tolkien's The Lord of the Rings Volume 1;J.R.R. Tolkien's The Lord of the Rings Volume One,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,;,""
19792,U.N. Squadron;UN Squadron,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
00081,Lagoon,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19915,Super Off Road,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37937,Final Fantasy II;Final Fantasy 2,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,;,""
37960,Donkey Kong Country 2 Diddy's Kong Quest,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
19835,The Lion King,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
66458,HyperZone;ハイパーゾーン,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,""
42850,Top Gear,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
42936,Ultimate Mortal Kombat 3,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
26556,Paws of Fury;Brutal Paws of Fury,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
40586,World Cup Striker,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
60609,SNES Game Converter,Peripheral Description,Nintendo Super Nintendo Entertainment System;Nintendo Super Famicom,;,Peripheral,"","",""
19921,Spider-Man X-Men Arcade's Revenges;Spider-Man and the X-Men in Arcade's Revenge,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
19772,Super Tennis,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20313,FIFA Road to World Cup 98,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
69611,Super Mario World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19872,Equinox,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26513,Disney's Goof Troop;Goof Troop,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
60652,Power Piggs of the Dark Age,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
42810,Pinball Dreams,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
26516,The Magical Quest Starring Mickey Mouse;Mickey no Magical Adventure,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
61148,Castlevania Vampire's Kiss,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19878,Super Mario All-Stars,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20373,Ms. Pac-Man,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
301599,Old Towers,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
01855,On the Ball;Cameltry,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
56967,"Galoob Game Genie Video Game Enhancer, Super Nintendo Entertainment System version, Cartridge pass-thru",Peripheral Description,Nintendo Super Nintendo Entertainment System,Cartridge,Peripheral,PAL,"",""
01832,Unirally;Uniracers,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
20379,Mortal Kombat,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
56798,Yobo Gameware FC-16 Go,Console Description,Nintendo Super Nintendo Entertainment System,"",Console,"","",""
19895,Another World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
37940,Final Fantasy Mystic Quest,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
60669,Mickey Mania,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
26679,Indiana Jones' Greatest Adventures,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42332,WWF Super Wrestlemania,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
01849,Pushover,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19749,SimCity,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20436,Tintin in Tibet,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26639,Tetris 2;Tetris Flash,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
53741,Mario Paint Deutscher Bildschirmtext + 76 Seiten-Spieleberater inkl.;Mario Paint,Game Bundle Description;Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game Bundle,PAL,;,""
60675,Kick Off 3 European Challenge,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
79211,Super Turrican Collection,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,English,""
26553,Rise of the Robots,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
01815,Zoop,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
40354,Best of the Best Championship Karate,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
19769,Choplifter III,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
64694,Joe & Mac Ultimate Caveman Collection,Game Title,Nintendo Super Nintendo Entertainment System,"",Game,"","",""
26573,Wing Commander,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
42392,Tetris & Dr. Mario,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
37957,Super R-Type,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
37963,Inindo Way of the Ninja,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,NTSC-U,"",""
19789,Magic Sword,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
26622,Another World,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
01835,Plok,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
19812,Super Punch-Out!!,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
20416,Tiny Toon Adventures Wild & Wacky Sports;Tiny Toon Adventures: Wacky Sports Challenge,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
26559,Garry Kitchen's Super Battletank;Garry Kitchen's Super Battletank War in the Gulf,Game Title;Game Title Alternative,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English;,""
61154,Super Ghouls 'n Ghosts,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,"",""
20310,FIFA 97,Game Title,Nintendo Super Nintendo Entertainment System,Cartridge,Game,PAL,English,""
